"SEX","GEO","UNIT","ICD10","AGE","RESID","TIME","Value","Flag and Footnotes"
"Females","Croatia","Number","Intentional self-harm","Total","All deaths reported in the country","2016","171",""
"Females","Croatia","Number","Intentional self-harm","Total","All deaths reported in the country","2017","160",""
"Females","Italy","Number","Intentional self-harm","Total","All deaths reported in the country","2011","863",""
"Females","Italy","Number","Intentional self-harm","Total","All deaths reported in the country","2012","933",""
"Females","Italy","Number","Intentional self-harm","Total","All deaths reported in the country","2013","968",""
"Females","Italy","Number","Intentional self-harm","Total","All deaths reported in the country","2014","932",""
"Females","Italy","Number","Intentional self-harm","Total","All deaths reported in the country","2015","884",""
"Females","Italy","Number","Intentional self-harm","Total","All deaths reported in the country","2016","831",""
"Females","Italy","Number","Intentional self-harm","Total","All deaths reported in the country","2017",":",""
"Females","Cyprus","Number","Intentional self-harm","Total","All deaths reported in the country","2011","5",""
"Females","Cyprus","Number","Intentional self-harm","Total","All deaths reported in the country","2012","3",""
"Females","Cyprus","Number","Intentional self-harm","Total","All deaths reported in the country","2013","5",""
"Females","Cyprus","Number","Intentional self-harm","Total","All deaths reported in the country","2014","13",""
"Females","Cyprus","Number","Intentional self-harm","Total","All deaths reported in the country","2015","9",""
"Females","Cyprus","Number","Intentional self-harm","Total","All deaths reported in the country","2016","5",""
"Females","Cyprus","Number","Intentional self-harm","Total","All deaths reported in the country","2017","6",""
"Females","Latvia","Number","Intentional self-harm","Total","All deaths reported in the country","2011","75",""
"Females","Latvia","Number","Intentional self-harm","Total","All deaths reported in the country","2012","74",""
"Females","Latvia","Number","Intentional self-harm","Total","All deaths reported in the country","2013","62",""
"Females","Latvia","Number","Intentional self-harm","Total","All deaths reported in the country","2014","71",""
"Females","Latvia","Number","Intentional self-harm","Total","All deaths reported in the country","2015","81",""
"Females","Latvia","Number","Intentional self-harm","Total","All deaths reported in the country","2016","77",""
"Females","Latvia","Number","Intentional self-harm","Total","All deaths reported in the country","2017",":",""
"Females","Lithuania","Number","Intentional self-harm","Total","All deaths reported in the country","2011","198",""
"Females","Lithuania","Number","Intentional self-harm","Total","All deaths reported in the country","2012","173",""
"Females","Lithuania","Number","Intentional self-harm","Total","All deaths reported in the country","2013","198",""
"Females","Lithuania","Number","Intentional self-harm","Total","All deaths reported in the country","2014","160",""
"Females","Lithuania","Number","Intentional self-harm","Total","All deaths reported in the country","2015","170",""
"Females","Lithuania","Number","Intentional self-harm","Total","All deaths reported in the country","2016","129",""
"Females","Lithuania","Number","Intentional self-harm","Total","All deaths reported in the country","2017","153",""
"Females","Luxembourg","Number","Intentional self-harm","Total","All deaths reported in the country","2011","21",""
"Females","Luxembourg","Number","Intentional self-harm","Total","All deaths reported in the country","2012","12",""
"Females","Luxembourg","Number","Intentional self-harm","Total","All deaths reported in the country","2013","16",""
"Females","Luxembourg","Number","Intentional self-harm","Total","All deaths reported in the country","2014","15",""
"Females","Luxembourg","Number","Intentional self-harm","Total","All deaths reported in the country","2015","19",""
"Females","Luxembourg","Number","Intentional self-harm","Total","All deaths reported in the country","2016","11",""
"Females","Luxembourg","Number","Intentional self-harm","Total","All deaths reported in the country","2017","15",""
"Females","Hungary","Number","Intentional self-harm","Total","All deaths reported in the country","2011","575",""
"Females","Hungary","Number","Intentional self-harm","Total","All deaths reported in the country","2012","547",""
"Females","Hungary","Number","Intentional self-harm","Total","All deaths reported in the country","2013","505",""
"Females","Hungary","Number","Intentional self-harm","Total","All deaths reported in the country","2014","447",""
"Females","Hungary","Number","Intentional self-harm","Total","All deaths reported in the country","2015","479",""
"Females","Hungary","Number","Intentional self-harm","Total","All deaths reported in the country","2016","446",""
"Females","Hungary","Number","Intentional self-harm","Total","All deaths reported in the country","2017","393",""
"Females","Malta","Number","Intentional self-harm","Total","All deaths reported in the country","2011",":",""
"Females","Malta","Number","Intentional self-harm","Total","All deaths reported in the country","2012","7",""
"Females","Malta","Number","Intentional self-harm","Total","All deaths reported in the country","2013","1",""
"Females","Malta","Number","Intentional self-harm","Total","All deaths reported in the country","2014","5",""
"Females","Malta","Number","Intentional self-harm","Total","All deaths reported in the country","2015","8",""
"Females","Malta","Number","Intentional self-harm","Total","All deaths reported in the country","2016","5",""
"Females","Malta","Number","Intentional self-harm","Total","All deaths reported in the country","2017",":",""
"Females","Netherlands","Number","Intentional self-harm","Total","All deaths reported in the country","2011","524",""
"Females","Netherlands","Number","Intentional self-harm","Total","All deaths reported in the country","2012","577",""
"Females","Netherlands","Number","Intentional self-harm","Total","All deaths reported in the country","2013","559",""
"Females","Netherlands","Number","Intentional self-harm","Total","All deaths reported in the country","2014","600",""
"Females","Netherlands","Number","Intentional self-harm","Total","All deaths reported in the country","2015","599",""
"Females","Netherlands","Number","Intentional self-harm","Total","All deaths reported in the country","2016","624",""
"Females","Netherlands","Number","Intentional self-harm","Total","All deaths reported in the country","2017","627",""
"Females","Austria","Number","Intentional self-harm","Total","All deaths reported in the country","2011","316",""
"Females","Austria","Number","Intentional self-harm","Total","All deaths reported in the country","2012","293",""
"Females","Austria","Number","Intentional self-harm","Total","All deaths reported in the country","2013","327",""
"Females","Austria","Number","Intentional self-harm","Total","All deaths reported in the country","2014","329",""
"Females","Austria","Number","Intentional self-harm","Total","All deaths reported in the country","2015","300",""
"Females","Austria","Number","Intentional self-harm","Total","All deaths reported in the country","2016","302",""
"Females","Austria","Number","Intentional self-harm","Total","All deaths reported in the country","2017","267",""
"Females","Poland","Number","Intentional self-harm","Total","All deaths reported in the country","2011","761",""
"Females","Poland","Number","Intentional self-harm","Total","All deaths reported in the country","2012","812",""
"Females","Poland","Number","Intentional self-harm","Total","All deaths reported in the country","2013","840",""
"Females","Poland","Number","Intentional self-harm","Total","All deaths reported in the country","2014","811",""
"Females","Poland","Number","Intentional self-harm","Total","All deaths reported in the country","2015","723",""
"Females","Poland","Number","Intentional self-harm","Total","All deaths reported in the country","2016","596",""
"Females","Poland","Number","Intentional self-harm","Total","All deaths reported in the country","2017","604",""
"Females","Portugal","Number","Intentional self-harm","Total","All deaths reported in the country","2011","224",""
"Females","Portugal","Number","Intentional self-harm","Total","All deaths reported in the country","2012","217",""
"Females","Portugal","Number","Intentional self-harm","Total","All deaths reported in the country","2013","241",""
"Females","Portugal","Number","Intentional self-harm","Total","All deaths reported in the country","2014","298",""
"Females","Portugal","Number","Intentional self-harm","Total","All deaths reported in the country","2015","329",""
"Females","Portugal","Number","Intentional self-harm","Total","All deaths reported in the country","2016","231",""
"Females","Portugal","Number","Intentional self-harm","Total","All deaths reported in the country","2017",":",""
"Females","Romania","Number","Intentional self-harm","Total","All deaths reported in the country","2011","395",""
"Females","Romania","Number","Intentional self-harm","Total","All deaths reported in the country","2012","353",""
"Females","Romania","Number","Intentional self-harm","Total","All deaths reported in the country","2013","363",""
"Females","Romania","Number","Intentional self-harm","Total","All deaths reported in the country","2014","322",""
"Females","Romania","Number","Intentional self-harm","Total","All deaths reported in the country","2015","342",""
"Females","Romania","Number","Intentional self-harm","Total","All deaths reported in the country","2016","318",""
"Females","Romania","Number","Intentional self-harm","Total","All deaths reported in the country","2017","332",""
"Females","Slovenia","Number","Intentional self-harm","Total","All deaths reported in the country","2011","89",""
"Females","Slovenia","Number","Intentional self-harm","Total","All deaths reported in the country","2012","81",""
"Females","Slovenia","Number","Intentional self-harm","Total","All deaths reported in the country","2013","92",""
"Females","Slovenia","Number","Intentional self-harm","Total","All deaths reported in the country","2014","65",""
"Females","Slovenia","Number","Intentional self-harm","Total","All deaths reported in the country","2015","92",""
"Females","Slovenia","Number","Intentional self-harm","Total","All deaths reported in the country","2016","77",""
"Females","Slovenia","Number","Intentional self-harm","Total","All deaths reported in the country","2017","85",""
"Females","Slovakia","Number","Intentional self-harm","Total","All deaths reported in the country","2011","65",""
"Females","Slovakia","Number","Intentional self-harm","Total","All deaths reported in the country","2012","72",""
"Females","Slovakia","Number","Intentional self-harm","Total","All deaths reported in the country","2013","83",""
"Females","Slovakia","Number","Intentional self-harm","Total","All deaths reported in the country","2014","84",""
"Females","Slovakia","Number","Intentional self-harm","Total","All deaths reported in the country","2015","81",""
"Females","Slovakia","Number","Intentional self-harm","Total","All deaths reported in the country","2016","60",""
"Females","Slovakia","Number","Intentional self-harm","Total","All deaths reported in the country","2017","67",""
"Females","Finland","Number","Intentional self-harm","Total","All deaths reported in the country","2011","201",""
"Females","Finland","Number","Intentional self-harm","Total","All deaths reported in the country","2012","219",""
"Females","Finland","Number","Intentional self-harm","Total","All deaths reported in the country","2013","222",""
"Females","Finland","Number","Intentional self-harm","Total","All deaths reported in the country","2014","191",""
"Females","Finland","Number","Intentional self-harm","Total","All deaths reported in the country","2015","174",""
"Females","Finland","Number","Intentional self-harm","Total","All deaths reported in the country","2016","170",""
"Females","Finland","Number","Intentional self-harm","Total","All deaths reported in the country","2017","212",""
"Females","Sweden","Number","Intentional self-harm","Total","All deaths reported in the country","2011","323",""
"Females","Sweden","Number","Intentional self-harm","Total","All deaths reported in the country","2012","336",""
"Females","Sweden","Number","Intentional self-harm","Total","All deaths reported in the country","2013","370",""
"Females","Sweden","Number","Intentional self-harm","Total","All deaths reported in the country","2014","365",""
"Females","Sweden","Number","Intentional self-harm","Total","All deaths reported in the country","2015","331",""
"Females","Sweden","Number","Intentional self-harm","Total","All deaths reported in the country","2016","351",""
"Females","Sweden","Number","Intentional self-harm","Total","All deaths reported in the country","2017",":",""
"Females","United Kingdom","Number","Intentional self-harm","Total","All deaths reported in the country","2011","882",""
"Females","United Kingdom","Number","Intentional self-harm","Total","All deaths reported in the country","2012","922",""
"Females","United Kingdom","Number","Intentional self-harm","Total","All deaths reported in the country","2013","957",""
"Females","United Kingdom","Number","Intentional self-harm","Total","All deaths reported in the country","2014","1,030",""
"Females","United Kingdom","Number","Intentional self-harm","Total","All deaths reported in the country","2015","1,104",""
"Females","United Kingdom","Number","Intentional self-harm","Total","All deaths reported in the country","2016","1,092",""
"Females","United Kingdom","Number","Intentional self-harm","Total","All deaths reported in the country","2017",":",""
"Females","Iceland","Number","Intentional self-harm","Total","All deaths reported in the country","2011","5",""
"Females","Iceland","Number","Intentional self-harm","Total","All deaths reported in the country","2012","11",""
"Females","Iceland","Number","Intentional self-harm","Total","All deaths reported in the country","2013","14",""
"Females","Iceland","Number","Intentional self-harm","Total","All deaths reported in the country","2014","11",""
"Females","Iceland","Number","Intentional self-harm","Total","All deaths reported in the country","2015","11",""
"Females","Iceland","Number","Intentional self-harm","Total","All deaths reported in the country","2016","4",""
"Females","Iceland","Number","Intentional self-harm","Total","All deaths reported in the country","2017","2",""
"Females","Liechtenstein","Number","Intentional self-harm","Total","All deaths reported in the country","2011",":",""
"Females","Liechtenstein","Number","Intentional self-harm","Total","All deaths reported in the country","2012","1",""
"Females","Liechtenstein","Number","Intentional self-harm","Total","All deaths reported in the country","2013",":",""
"Females","Liechtenstein","Number","Intentional self-harm","Total","All deaths reported in the country","2014",":",""
"Females","Liechtenstein","Number","Intentional self-harm","Total","All deaths reported in the country","2015",":",""
"Females","Liechtenstein","Number","Intentional self-harm","Total","All deaths reported in the country","2016","1",""
"Females","Liechtenstein","Number","Intentional self-harm","Total","All deaths reported in the country","2017",":",""
"Females","Norway","Number","Intentional self-harm","Total","All deaths reported in the country","2011","164",""
"Females","Norway","Number","Intentional self-harm","Total","All deaths reported in the country","2012","146",""
"Females","Norway","Number","Intentional self-harm","Total","All deaths reported in the country","2013","179",""
"Females","Norway","Number","Intentional self-harm","Total","All deaths reported in the country","2014","147",""
"Females","Norway","Number","Intentional self-harm","Total","All deaths reported in the country","2015","189",""
"Females","Norway","Number","Intentional self-harm","Total","All deaths reported in the country","2016","198",""
"Females","Norway","Number","Intentional self-harm","Total","All deaths reported in the country","2017","191",""
"Females","Switzerland","Number","Intentional self-harm","Total","All deaths reported in the country","2011","287",""
"Females","Switzerland","Number","Intentional self-harm","Total","All deaths reported in the country","2012","294",""
"Females","Switzerland","Number","Intentional self-harm","Total","All deaths reported in the country","2013","293",""
"Females","Switzerland","Number","Intentional self-harm","Total","All deaths reported in the country","2014","286",""
"Females","Switzerland","Number","Intentional self-harm","Total","All deaths reported in the country","2015","289",""
"Females","Switzerland","Number","Intentional self-harm","Total","All deaths reported in the country","2016","267",""
"Females","Switzerland","Number","Intentional self-harm","Total","All deaths reported in the country","2017",":",""
"Females","Serbia","Number","Intentional self-harm","Total","All deaths reported in the country","2011","347",""
"Females","Serbia","Number","Intentional self-harm","Total","All deaths reported in the country","2012","311",""
"Females","Serbia","Number","Intentional self-harm","Total","All deaths reported in the country","2013","296",""
"Females","Serbia","Number","Intentional self-harm","Total","All deaths reported in the country","2014","277",""
"Females","Serbia","Number","Intentional self-harm","Total","All deaths reported in the country","2015","269",""
"Females","Serbia","Number","Intentional self-harm","Total","All deaths reported in the country","2016","258",""
"Females","Serbia","Number","Intentional self-harm","Total","All deaths reported in the country","2017","242",""
"Females","Turkey","Number","Intentional self-harm","Total","All deaths reported in the country","2011","298",""
"Females","Turkey","Number","Intentional self-harm","Total","All deaths reported in the country","2012","378",""
"Females","Turkey","Number","Intentional self-harm","Total","All deaths reported in the country","2013","476",""
"Females","Turkey","Number","Intentional self-harm","Total","All deaths reported in the country","2014","408",""
"Females","Turkey","Number","Intentional self-harm","Total","All deaths reported in the country","2015","397",""
"Females","Turkey","Number","Intentional self-harm","Total","All deaths reported in the country","2016","434",""
"Females","Turkey","Number","Intentional self-harm","Total","All deaths reported in the country","2017","603",""
